id,shortname,fullname,language,type,category1,category2,edition,date,budget_pillar_I,budget_pillar_II,budget_pillar_III,budget_other,sum,duration
264,OpenSimex,Simulation Exercises for Animal Disease Emergencies,english,vLearning,Open Access Courses,,,,1,,,,1,12
265,AMR,"Joint Tripartite, AUC and RECs Regional AMR Virtual Training and Consultative meeting",english,vLearning,Virtual Learning Centre for Southern Africa,,,16-Feb-21,,,,other,other,12
267,VRTT_US,Virtual Real Time Training for Texas A&amp,english,RTT,Virtual Learning Centre for Southern Africa,,1,6-Apr-21,,,,other,other,20
268,ST_3,Safe Trade and FMD Control Training Course,english,vLearning,Workshop induction courses,,3,16-Mar-21,,2,,,2,20
269,AAT,Developing National Atlases of Tsetse and African Animal Trypanosomosis,english,vLearning,Virtual Learning Centre for Southern Africa,,1,7-Apr-21,,,,other,other,12
270,FEPC_Belgium_FRNL_1_2021,Formation en ligne sur la d??tection pr??coce de la fi??vre aphteuse en Belgique / Online opleiding over vroegtijdige opsporing van Mond- en Klauwzeer in Belgi??,french,vLearning,FMD Emergency Preparation Course,,1,19-May-21,1,,,,1,12
272,FDCM,FAST Diseases Crisis Management: Dealing With Psychological Aspects and Public Perceptions,english,Workshop,Virtual Workshops,,1,29-Mar-21,1,,,,1,16
274,ASF_CA_ENFR_1_21,African Swine Fever Preparedness Course for Canada / Cours sur la pr??paration ?ò la fi??vre porcine africaine pour le Canada,english/french,vLearning,African Swine Fever,,1,18-Sep-21,,,,other,other,12
275,R-FETPV First Module,Regional Field Epidemiology Training Program for Veterinarians (R-FETPV) First Module on Basic Epidemiology and Surveillance Data Analysis,english,vLearning,Virtual Learning Centre for Asia and the Pacific,,1,5-Apr-21,,,,other,other,12
277,DDCD,"Depopulation, Disposal and Cleaning and Disinfection ü?? From Theory to Practice",english,workshop,Virtual Workshops,,1,24-May-21,1,,,,1,12
278,PSO_TDF,PSO Training Development Framework,english,networks,Networks,,,,,,3,,3,12
279,AD_FAST_DOI,Animal Depopulation in a FAST Disease Outbreak - Induction Course for Iceland,english,Workshop,Workshop Induction Courses,,1,25-May-21,1,,,,1,12
280,FITC_MU_FR,Formation en ligne d'investigations sur la fi??vre aphteuse pour Maurice (cours non tutor??),French,vLearning,Virtual Learning Centre for Southern Africa,,1,6-Jul-21,,,3,,3,10
281,SimEx_AL_2_2021,Kursi online i Ushtrimit t?? Stimulimit mbi S??mundjes e Aft??s Epizootike n?? Shqip??ri,albanes,Workshop,Workshop Induction Courses,,2,14-Jun-21,1,,,,1,12
282,FITC_TR5,Beè?inci T?™rk??e ??evrimi??i è?ap Hastal?§???§ Araè?t?§rma E??itim Kursu,Turkish,vLearning,FMD Investigation Training Course,,5,15-Jun-21,,2,,,2,12
283,AMR_FFS,Poultry Farmer Field School Refresher Course for Facilitators and Master Trainers,english,vLearning,VLC Southern Africa,,1,21-Jul-21,,,,other,other,24
294,FITC_Asia,FMD Investigation Training Course for Asia,english,vLearning,Virtual Learning Centre for Asia and the Pacific,,1,8-Jul-21,,,3,,3,12
295,IntroRVF,Introduction to Rift Valley Fever,english,vLearning,,,,,1,,,,1,12
298,FEPC_UK4,FMD Emergency Preparation Course for the UK (UK4),English,vLearning,FMD Emergency Preparation Course,FEPC for UK,4,14-Sep-21,1,,,,1,12
299,GVA_SEEN,"Group for Vaccination Advice, Guidance and Consultation (GVA_SEEN)",english,Discussion Groups,Discussion Groups,,,,,2,,,2,12
330,VRT_VCA,Virtual Regional Training on Value Chain Analysis for Animal Disease Risk Management,english,vLearning,Virtual Learning Centre for Asia and the Pacific,,1,17-Aug-21,,,,other,other,12
331,FEPC_En11,FMD Emergency Preparation Course (EN11)  ,English,vLearning,FMD Emergency Preparation Course,FEPC for Member States,11,28-Set-21,1,,,,1,12
332,FITC_VLC_EA,FMD Investigation Training Course for Eastern Africa (VLC),english,vLearning,FMD Investigation Training Course,,,21-Sep-21,,,3,,3,12
334,VRTT_US_2,Virtual Real Time Training for Texas A&amp,english,RTT,Real Time Training,,2,1-Nov-21,,,,other,other,20
335,ISAVETFIR,ISAVET Field Investigation/Response,Record of Prior Learning,vLearning,,,,,,,,other,other,12
337,BTSF,BTSF: Animal Disease Preparedness/early warning/control/planning,Record of Prior Learning,vLearning,,,,,,,,other,other,12
338,ISAVET epi surv,ISAVET Epi Surveillance,Record of Prior Learning,vLearning,,,,,,,,other,other,12
339,frontline/intermediate,USAID/DRTA frontline/intermediate,Record of Prior Learning,vLearning,,,,,,,,other,other,12
340,intermediate,USAID/DTRA Intermediate,Record of Prior Learning,vLearning,,,,,,,,other,other,12
344,GVA_ME,"Group for Vaccination Advice, Guidance, and Consultation in Middle East",english,Discussion Groups,Discussion Groups,,,,,2,,,2,12
345,GCV_AN,"Groupe de conseil, d'orientation et de consultation en mati??re de vaccination pour l'Afrique du Nord ",French,Discussion Groups,Discussion Groups,,,,,2,,,2,12
346,restored (FAST Diseases Wildlife Surveillance Course,261 backup restored (FAST Diseases Wildlife Surveillance Course,english,vLearning,,,,,1,,,,1,12
347,FEPC_MC,FMD Emergency Preparation Course - Multicountry,English,vLearning,FMD Emergency Preparation Course,,1,28-Set-21,1,,,,1,12
351,FEPC_EN12,FMD Emergency Preparation Course (EN12),English,vLearning,FMD Emergency Preparation Course,FEPC for Member States,12,15-Feb-22,1,,,,1,12
352,FEPC_Calgary2,FMD Emergency Preparation Course for the University of Calgary - Second Edition,English,vLearning,FMD Emergency Preparation Course,FEPC for Canada,2,31-Jan-22,,,,other,other,10
353,FITC_TN,Formation en ligne dü??investigation sur la fi??vre aphteuse pour la Tunisie,French,vLearning,FMD Investigation Training Course,,1,8-Mar-22,,2,,,2,11
355,FEPC_Canada3,FMD Emergency Preparation Course for Canada 3,english/french,vLearning,FMD Emergency Preparation Course,,3,24-May-22,,,,other,other,12
356,LSD_EA_VLC,Lumpy Skin Disease Training Course for Eastern Africa (VLC EA),english,vLearning,Lumpy Skin Disease,,1,15-03-22,,,3,,3,12
357,Simex_Workshop1,Organizing Simulation Exercises for Animal Disease Emergencies for Member Nations,english,Simex,Simulation Exercises,,1,20-04-22,1,,,,1,25
359,FLITC4,FMD Laboratory Investigation Training Course (4) - Formation aux recherches men??es en laboratoire sur la fi??vre aphteuse (4),english/french,vLearning,FMD Laboratory Investigation Training Course,,4,15-Nov-22,,2,3,,23,14
360,LSD_Multicountry,Lumpy Skin Disease training course for EuFMD Member Nations,english,vLearning,Lumpy Skin Disease,,1,25-May,1,,,,1,12
362,h-RTT_Turin,Hybrid Real Time Training,english,RTT,Real Time Training,,1,9-Jun-22,1,,,,1,6
364,FITC_AL,Formation en ligne dü??investigations sur la fi??vre aphteuse pour lü??Alg??rie ,French,vLearning,FMD Investigation Training Course,,1,4-Jul-22,,2,,,2,11
365,RVF_Arabic,Rift Valley Fever Arabic course,arabic/english,vLearning,Open Access Courses,,,,,2,,,2,12
366,FITC_WCANA_ENFR_1,"Foot-and-Mouth Disease Investigation Training Course for West, Central and North Africa - Cours de formation en ligne d'investigation sur la fi??vre aphteuse pour l'Afrique de l'Ouest, Centrale et du Nord",english/French,vLearning,FMD Investigation Training Course,,1,13-Sep-22,,2,3,,23,12
367,FAST_DWSC_2,FAST Diseases Wildlife Surveillance course 2,English,workshop,Virtual Workshops,,2,7-Nov-22,1,,,,1,12
368,FEPC_BH_1,Kurs za hitne mjere u slu?çaju pojave slinavke i è?apa u Republici Bosni i Hercegovini,Serbian,vLearning,FMD Emergency Preparation Course,FEPC for Bosnia Herzegovina,1,15-Sep-22,1,,,,1,12
369,FEPC_ES6,Curso de Preparaci??n para Alertas de Fiebre Aftosa en Espa?§a (6),Spanish,vLearning,FMD Emergency Preparation Course,FEPC for Spain,6,,1,,,,1,12
370,RAVC_4,Foot-and-Mouth Disease Risk Analysis along the Value Chain (4),english,in Depth,In-Depth Courses,RAVC,4,4-Oct-22,,2,3,,23,16
371,FMD_PMS1,FAST FMD Practical Management Series ,English,Workshop,Virtual Workshops,,,,,2,,,2,15
372,VRTT_US_3,Virtual Real Time Training for Texas A&amp,English,RTT,Real Time Training,,3,11/9/2022,,,,other,other,20
374,FEPC_EN13,FMD Emergency Preparation Course (EN13),English,vLearning,FMD Emergency Preparation Course,FEPC for Member States,13,21-Nov-22,1,,,,1,12
